node,HGPA_label,NMF_label
Extract_Transform_Load_(ETL),1,11
Extreme_Programming,6,2
FFmpeg,14,15
Fabrication,13,12
Facebook,0,2
Facility_Management_and_Maintenance,1,11
Failover,13,14
FastAPI,0,10
FastExport,3,11
Fastlane,3,2
Fault_Tolerance,11,14
Feasibility_Studies,6,8
Fieldbus,17,5
File_Systems,13,17
File_Transfer,1,11
File_Transfer_Protocol_(FTP),17,9
Filmmaking,12,2
Films,12,2
Final_Cut_Pro,14,15
Finance,11,4
Financial_Data,16,13
Financial_Institution,11,4
Financial_Market,13,4
Financial_Planning,8,4
Financial_Reporting,11,4
Financial_Services,5,13
Financial_Software,12,17
Financial_Statements,12,5
Financial_Systems,13,4
Financial_Trading,13,4
"Fire_Prevention,_Safety,_and_Control",3,9
Firebase,0,2
Firebase_Cloud_Messaging_(FCM),0,2
Firebug,9,2
Firefox,9,2
Firewall,13,16
Firmware,12,5
Firmware_Development,12,5
FitNesse,10,9
Fixed_Income,13,14
Flash,15,7
FlexBox,0,10
Flexbox,0,10
Flowcharts,16,0
Food_and_Beverage,9,2
Force.Com,15,7
Forth,4,12
Fortinet,4,12
Foundry,11,4
FoxPro,17,17
Framer,15,10
FreeBSD,2,1
FreeRTOS,12,5
FreeSWITCH,16,11
Freshdesk,5,13
Front-End_Engineering,15,7
Front_End_Design,10,10
Front_Office,10,10
Full_Stack_Development,8,4
Functional_Design,7,13
Functional_Programming,11,4
Functional_Requirement,1,10
Functional_Specification,2,3
Functional_Testing,10,9
GIS_Applications,13,12
GSM_Protocols,14,17
Game_Engine,9,8
Gamification,15,7
Gap_Analysis,5,13
General_Administrative_Support,10,17
General_Networking,2,1
Genesys,15,7
Genetics,14,9
Geocoding,13,12
Geographic_Information_Systems,14,17
Geographic_information_system,13,12
Geolocation,0,2
Geometry,9,8
Gerrit,7,0
Git,10,2
GitHub,3,3
Git_Flow,9,10
Github,3,3
Gitlab,8,2
Global_Delivery_Model,9,2
Google,11,1
Google_Analytics,9,10
